id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
6983,Copenhagen 'N Livin',16774,Simon,,Nrrebro,55.68798286290124,12.545712938975294,Private room,356,2,145,2018-10-13,1.31,1,29
26057,Lovely house - most attractive area,109777,Kari,,Indre By,55.69162651586008,12.574590694511738,Entire home/apt,2101,3,43,2018-10-04,0.72,1,342
26473,City Centre Townhouse Sleeps 1-12 persons,112210,Oliver,,Indre By,55.67589546993193,12.576976872044,Entire home/apt,3097,3,230,2018-10-10,2.36,2,115
29118,Best Location in Cool Istedgade,125230,Nana,,Vesterbro-Kongens Enghave,55.67068701104055,12.554304288918235,Entire home/apt,802,7,20,2018-07-02,0.20,1,290
29618,Artsy and familyfriendly home in lovely Copenhagen,127577,Simon And Anna,,sterbro,55.69374683258681,12.569447576235694,Entire home/apt,860,7,87,2014-08-19,0.87,1,0
31094,"Very central and cozy, new kitchen",129976,Ebbe,,Vesterbro-Kongens Enghave,55.667435510456336,12.55515850848884,Entire home/apt,750,2,17,2017-08-25,0.17,1,0
32379,1668 ft2 artist flat on Vesterbro,140105,Lise,,Vesterbro-Kongens Enghave,55.67368110190391,12.552475961563836,Entire home/apt,1080,3,70,2018-09-06,0.70,2,70
32841,Cozy flat for Adults/Quiet for kids,142143,Anders & Maria,,sterbro,55.71158035643203,12.5687910468878,Entire home/apt,588,6,7,2016-09-15,0.07,1,0
33680,Best location on Vesterbro/Cph,145671,Mette,,Vesterbro-Kongens Enghave,55.66756344722237,12.545104884151993,Entire home/apt,1202,12,69,2018-09-30,0.69,1,302
33850,Modern Vesterbro Apartmnt w/Balcony,146201,Caroline,,Vesterbro-Kongens Enghave,55.669798878409516,12.556192652927635,Entire home/apt,892,7,40,2018-09-25,0.39,1,15
38524,Copenhagen studio in Frederiksberg,165326,Annemette,,Frederiksberg,55.67628065579197,12.538014355556275,Entire home/apt,743,30,14,2017-04-19,0.15,2,315
41105,Very cozy in centre of Copenhagen,178320,Jan,,Indre By,55.67449409588836,12.590147362280074,Entire home/apt,646,3,13,2017-07-30,0.44,1,0
45794,Panorama view over Søndermarken,203844,Naj,,Frederiksberg,55.66873913248643,12.53127420191027,Private room,899,3,12,2018-04-24,0.14,1,93
49122,Private room for 2 in Central CPH,217651,Sara,,Indre By,55.6894608739665,12.570879499533245,Private room,349,1,159,2018-10-01,1.64,2,357
53776,Cozy 3-room apartment in trendy Vesterbro,246676,Ida,,Vesterbro-Kongens Enghave,55.668611089463326,12.552098932285851,Entire home/apt,698,3,8,2018-08-17,0.13,1,0
55465, Cosy and Central  - Apartment,261977,Morten,,Nrrebro,55.68363057817393,12.555720948690585,Entire home/apt,550,7,72,2018-07-24,0.74,1,259
57435,2 Floor PENTHOUSE -GREAT LOCATION!,271848,Kristian,,Frederiksberg,55.673161445031845,12.545757464451368,Entire home/apt,1151,5,1,2011-12-01,0.01,1,349
60048,"Modern, Cosy & Central - Vesterbro!",288615,Oliver,,Vesterbro-Kongens Enghave,55.66782358213774,12.548427474779015,Entire home/apt,834,1,60,2018-09-21,0.63,1,365
61546,"Light, space, design and location",298023,Bitten,,Nrrebro,55.6883342093698,12.551745418544773,Entire home/apt,763,5,74,2018-08-31,0.81,1,323
61947,5 minutes walk from Central Station,300979,Kristoffer,,Vesterbro-Kongens Enghave,55.673380897743705,12.55793550445798,Entire home/apt,498,2,106,2016-01-24,1.21,1,0
65902,10 min. from city centre on bike,322300,Sjelle,,Nrrebro,55.70490786657109,12.553309206526404,Private room,453,2,70,2018-10-07,0.77,1,78
69210,Scandinavian style with balcony at Stefansgade,135565,Kathrine,,Nrrebro,55.69538971899554,12.545749107429875,Entire home/apt,550,2,11,2018-09-13,0.16,1,6
70768,best location and lots of light,183394,Monica Bach,,Vesterbro-Kongens Enghave,55.66602741862117,12.552381621054867,Entire home/apt,802,5,4,2016-08-02,0.04,1,302
75158,Cozy Apartment on Vesterbro,299149,Sarwat,,Vesterbro-Kongens Enghave,55.6686331368746,12.552552346169595,Entire home/apt,653,3,44,2017-07-29,0.48,1,0
78381,IN THE HEART OF CPH,420914,Cathrine,,Indre By,55.6838965985231,12.567269215775275,Entire home/apt,1080,3,83,2018-10-16,0.92,1,324
96080,Penthouse apartment 126 m2 - great with kids,510632,Rasmus,,sterbro,55.70568260203855,12.586852325271016,Entire home/apt,827,2,28,2018-07-29,0.31,1,0
104280,Room 1 in wonderfull light big flat,542873,Frederikke,,Nrrebro,55.68907342145305,12.557758636736217,Private room,401,7,71,2018-09-05,0.92,3,295
104281,Room 2 in wonderfull light big flat,542873,Frederikke,,Nrrebro,55.68767892488774,12.55967813941162,Private room,401,7,65,2018-07-21,0.82,3,291
112292,Copenhagen Exclusive,573172,Christoffer,,Frederiksberg,55.68033510249541,12.545276166298757,Entire home/apt,1196,6,26,2018-07-23,0.30,1,112
117702,Modern flat w/balcony & fireplace,594426,Marie,,Nrrebro,55.69305243928756,12.549079213231938,Entire home/apt,433,4,49,2018-09-05,0.68,1,243
118649,Charming Center of Copenhagen,599145,Iben Ammentorp,,Indre By,55.68409037290397,12.562898216858594,Entire home/apt,1836,2,30,2018-08-04,0.34,1,0
118971,Child friendly in hip area,600859,Jonas,,Nrrebro,55.691322924454425,12.557495478896278,Entire home/apt,1952,4,20,2018-09-02,0.23,1,354
119322,"Urban, cultural & child-friendly",602647,Michael,,Indre By,55.68893104275623,12.566326680302105,Entire home/apt,1345,3,9,2018-08-26,0.10,1,362
130130,"2 bdr, super central sunny, balcony",641191,Timothy,,Vesterbro-Kongens Enghave,55.67059318862887,12.55468344610193,Entire home/apt,821,3,35,2018-10-17,0.40,1,110
131263,Cozy appartment in hip Nørrebro,646050,Mie,,Nrrebro,55.697763349055684,12.544457333330161,Entire home/apt,646,2,2,2016-06-20,0.07,1,0
135777,Boheme,665428,Sofie,,Nrrebro,55.6937823593291,12.542040383015745,Entire home/apt,743,3,6,2016-02-15,0.08,1,0
138241,Traveling together as a group?,673384,Lotte,,Frederiksberg,55.68042619090406,12.54538847430927,Entire home/apt,1939,2,40,2012-10-22,0.45,2,159
139965,Stay at 'Stay with a Dane' by the night,682164,Thais,,Bispebjerg,55.711518672764626,12.527047289242281,Private room,453,2,27,2014-09-21,0.31,1,169
142599,Lovely room in central Copenhagen,692479,Gunhild Bønløkke,,Vesterbro-Kongens Enghave,55.66476438453844,12.544491087116754,Private room,498,2,76,2018-02-26,0.85,1,290
143230,Family home by Christianshavn Canal,695079,Ilang Og Marika,,Indre By,55.673282345516654,12.591157773037924,Entire home/apt,1649,2,65,2018-09-30,0.83,1,147
150146,"Classic, family-friendly Cph app.",723517,Kat & Mads,,Frederiksberg,55.695351918074365,12.529659106461462,Entire home/apt,821,6,24,2018-09-02,0.27,1,78
150236,Copenhagen Modern Danish Design,723956,Jacob,,Vesterbro-Kongens Enghave,55.653539954257944,12.543095082595427,Entire home/apt,1002,1,166,2018-10-08,2.10,2,177
150592,Lovely Nørrebro 2/3r w/balcony,725607,Sofie And Mads,,Bispebjerg,55.699725921119615,12.53669604398142,Entire home/apt,453,2,15,2017-08-06,0.19,3,0
150699,Airy two room apt. in Cph near metro and beach,725916,Marie,,Amager st,55.66252120941363,12.615065498566741,Entire home/apt,498,2,49,2018-08-12,2.57,1,0
155068,Room on Vesterbro- Copenhagen,745804,Harald,,Vesterbro-Kongens Enghave,55.66723419598954,12.545465411498379,Private room,317,4,38,2018-09-01,0.43,1,30
157093,Rooftop app. in cozy nørrebro area,754626,Sigrid,,Nrrebro,55.690026142860766,12.541089680116144,Entire home/apt,840,2,29,2018-08-21,0.54,1,24
157904,"Stylish, inner city, transport hub",758145,Tine,,Frederiksberg,55.680629606517094,12.524841727440572,Entire home/apt,718,5,47,2016-01-05,0.53,1,139
158241,Cozy apartment i Copenhagen,759451,Martin Grønberg,,Vesterbro-Kongens Enghave,55.663947643688836,12.54901574141104,Entire home/apt,847,3,27,2018-10-14,0.99,1,322
161114,Great location with large balcony,771328,Kasper,,Vesterbro-Kongens Enghave,55.67361751662969,12.556508284415381,Entire home/apt,937,4,14,2018-10-15,0.17,2,116
161208,unique apt. in copenhagen,726203,Birgitte,,Nrrebro,55.69841985011213,12.550600480977318,Entire home/apt,550,4,82,2018-09-21,0.94,1,268
161543,"Fantastic 70m2 flat, Central Cph.",766319,Allan Evald,,Indre By,55.680682391333704,12.565718072990306,Entire home/apt,601,3,10,2017-02-28,0.12,1,0
168585,Live like a Copenhagener,131071,Kasper,,Nrrebro,55.70432949627354,12.5560933259316,Entire home/apt,401,5,24,2018-09-01,0.49,1,65
171546,Great apartment in Copenhagen,818458,Ditte,,Vesterbro-Kongens Enghave,55.67002925882137,12.548957109526366,Entire home/apt,711,5,34,2018-09-11,0.63,1,363
174297,Apartment in the heart of Nørrebro.,828861,Susanne,,Nrrebro,55.69033344453526,12.557900167287027,Entire home/apt,1093,4,57,2018-07-31,0.65,1,0
174765,Stylish charm in CPHs heart Nyhavn!,834830,"Caroline, Hanne, Sophia",,Indre By,55.68015143843223,12.588955023070985,Entire home/apt,1493,3,84,2018-09-21,0.96,2,360
176963,Private and cosy near city centre!,846204,Vogelkop,,Vesterbro-Kongens Enghave,55.66932611460939,12.548379169694444,Private room,653,1,247,2018-09-30,2.83,3,47
177321,Comfortable bed & bikes available!,150042,Natashja,,Nrrebro,55.69936972593572,12.548688765558149,Entire home/apt,950,4,66,2018-09-16,0.75,2,78
177376,A beautiful and authentic Flat,848574,Christian,,sterbro,55.69888422574036,12.587835521339974,Entire home/apt,1248,2,106,2018-09-23,2.00,1,78
178888,"Beautiful apartment, Christianshavn",856422,Arlette,,Indre By,55.6705520264087,12.593970520351496,Entire home/apt,1500,4,10,2017-08-28,0.17,1,290
179483,Cosy stay on wonderful Nørrebro,859505,Louise,,Nrrebro,55.697510898902365,12.553113300774225,Entire home/apt,601,2,17,2017-06-03,0.19,1,364
179543,Spacious and light with balcony,859797,Cathrine,,Amager st,55.65651880545501,12.610371997984629,Entire home/apt,802,3,19,2018-09-21,0.37,1,21
180441,"City center, 2 bedrm, 2 balconies",864520,Julie,,Indre By,55.68145944255263,12.562214140160517,Entire home/apt,1597,5,29,2018-08-24,0.33,1,172
186454,Artistic & colourful  apartment.,896083,Cathrine,,Vesterbro-Kongens Enghave,55.67022764006574,12.548083005648518,Private room,446,1,129,2018-10-07,1.48,1,178
188557,Charming balcony apt. lake view,908343,Martin,,Indre By,55.6837706089821,12.563024297305802,Entire home/apt,1002,2,28,2017-09-17,0.32,1,0
194022,Penthouse in central CPH,941790,Morten,,Nrrebro,55.69032016535374,12.561674502894826,Entire home/apt,2004,3,105,2018-08-26,1.21,1,332
198448,Penthouse overlooking the harbor,968571,Stefan,,Indre By,55.68209762922008,12.594453937544007,Entire home/apt,1248,5,67,2018-05-06,0.80,1,362
199281,My Kingdom - ARTGALLERY,973239,Niller &,,Nrrebro,55.690442226924,12.561290780685999,Entire home/apt,1500,1,51,2016-09-18,0.59,3,0
202142,"Two floors, Cph. central station ",988914,Erik,,Vesterbro-Kongens Enghave,55.66885552002086,12.555906510289454,Entire home/apt,976,7,2,2018-09-19,0.14,1,6
202532,Sunny & spacius flat in hip Nørrebro/Nordvest,991989,Trine,,Bispebjerg,55.69740714145125,12.53349616524053,Entire home/apt,769,3,16,2018-07-28,0.22,1,41
206861,Lovely spacious 1 BR with balcony,999404,Sidsel,,Nrrebro,55.69218193376968,12.567496581394515,Entire home/apt,776,3,44,2018-09-23,0.52,1,0
210892,Nordic minimalism in Copenhagen's best location,262644,Kirsten,,Nrrebro,55.69251128598816,12.544281810922428,Entire home/apt,692,2,9,2018-09-18,0.12,1,321
214839,CopenhagenCosy room in hip Nørrebro,1109269,Brenda,,Nrrebro,55.69669506726317,12.547610344113819,Private room,440,2,4,2018-09-28,0.07,2,365
222915,Cozy apartment all to yourself,1157622,Carl Johan,,Indre By,55.680577280051985,12.574773512402121,Entire home/apt,950,3,92,2016-07-12,1.08,1,0
231411,Overlooking the roofs of Copenhagen,1210000,Annette,,Frederiksberg,55.675490777395,12.552649224480328,Entire home/apt,860,2,82,2018-09-24,0.96,1,169
238404,Best of Vesterbro!,1022293,Jonna,,Vesterbro-Kongens Enghave,55.66760099416466,12.54824860805179,Entire home/apt,550,4,0,,,1,0
239637,Cozy top floor apt. in hip Nørrebro,1214451,Tue Rye,,Nrrebro,55.6974030910921,12.540191376775555,Entire home/apt,653,2,4,2015-08-06,0.10,1,0
239705,Quiet and cosy - breakfast incl! ,1256726,Ellen-Marie,,Nrrebro,55.706352339310286,12.556654553523204,Private room,343,1,127,2018-10-11,1.50,1,315
240802,Copenhagen big top floor apartment,1263184,Mette,,Nrrebro,55.69033398600741,12.562407150509463,Entire home/apt,1047,2,3,2018-08-29,0.04,1,174
242494,Frederiksberg - Garden & Fireplace!,1162404,Julie,,Frederiksberg,55.67174667622446,12.541996963273943,Entire home/apt,860,5,14,2018-08-22,0.17,1,291
242535,Big and super cool apartment in Central Copenhagen,1272973,Bob,,Amager Vest,55.66597308790349,12.596738781751274,Entire home/apt,931,2,65,2018-10-02,2.98,1,0
248129,Comforts of home in Copenhagen,1300502,Scott,,Valby,55.66432642506479,12.48640068402324,Entire home/apt,795,5,17,2017-07-27,0.20,1,233
250201,Lovely apartment in Copenhagen,1310948,Tilde,,Vesterbro-Kongens Enghave,55.66719693154128,12.557002551445022,Entire home/apt,640,3,17,2013-06-30,0.20,1,0
257639,Nice house with garden - Copenhagen,1355859,Kristina,,Valby,55.65701087515292,12.480663434813627,Entire home/apt,750,5,7,2015-07-31,0.08,1,0
258430,Private Room in Copenhagen SV,268171,Rouslan,,Vesterbro-Kongens Enghave,55.6460776954319,12.527210869362014,Private room,259,1,200,2018-10-02,7.43,3,170
258670,Large Flat in Copenhagen - Nordic Style,848166,Mikael,,Frederiksberg,55.688694380767174,12.528453532170824,Entire home/apt,931,2,105,2018-08-08,1.25,1,105
259354,Modern flat in central Copenhagen,1361413,Silas,,Nrrebro,55.69210528567272,12.55891814849377,Entire home/apt,698,45,5,2016-09-11,0.17,1,62
260657,"Beautiful, centrally located apart",1268134,Grith,,Frederiksberg,55.6742513278317,12.551975242460456,Entire home/apt,1118,3,58,2018-03-20,0.71,1,0
262241,A home away - in a great location,1375841,Line & Mads,,Vesterbro-Kongens Enghave,55.66405739173975,12.550712681103272,Entire home/apt,698,4,13,2018-07-25,0.17,1,3
262961,"Artistic,Big,Cozy&Delight 192m2 in center Nørrebro",1379904,Nina,,Nrrebro,55.69042481097802,12.560956296624859,Entire home/apt,1487,4,23,2018-08-12,0.28,2,69
263036,Bright flat in central location,1232471,Anita,,Nrrebro,55.690040610027545,12.544242728991309,Entire home/apt,776,3,15,2018-08-25,0.18,1,34
263708,Urban garden on Vesterbro rooftop,1383888,Ali,,Vesterbro-Kongens Enghave,55.672325316758645,12.552405876479991,Entire home/apt,1448,2,8,2018-09-05,0.12,1,89
264220, MY HOME  IN  FANTASTIC COPENHAGEN,1386103,Angelina,,Amager st,55.6611793289862,12.604742111372515,Shared room,2153,2,4,2015-05-29,0.06,6,365
266547,Bright loft apartment with 3 balconies,1397851,Caroline,,Nrrebro,55.69459703248503,12.551284003647558,Entire home/apt,1248,6,0,,,1,0
269188,Big rooftop apartment in the heart of CPH,1410104,Kenneth,,Vesterbro-Kongens Enghave,55.6653141211159,12.554165964479076,Entire home/apt,1099,1,15,2018-05-30,0.38,2,364
274027,Apartment in the best of Copenhagen,1430271,Rolf Og Lea,,Nrrebro,55.69828131284066,12.545233684833358,Entire home/apt,550,4,54,2018-05-13,0.65,1,0
274443,Stay in trendy area of Copenhagen,1314475,Allan,,Vesterbro-Kongens Enghave,55.663574224602534,12.550360340612905,Entire home/apt,776,3,36,2018-08-27,0.67,1,173
279685,Newyorker apartment in central CPH?,1458132,Pernille,,Vesterbro-Kongens Enghave,55.670098955716334,12.542158482084051,Entire home/apt,646,7,13,2018-06-20,0.17,1,351
279724,"Cozy 2 room apt. in Nørrebro, CPH",1458504,Eva,,Nrrebro,55.698616709372914,12.551939081433098,Entire home/apt,498,4,32,2017-10-03,0.38,1,0
281190,Private room for 2 in Central CPH,217651,Sara,,Indre By,55.68926829594087,12.572451711729752,Private room,1299,1,13,2018-10-03,0.16,2,290
287737,The BEST of C-O-P-E-N-H-A-G-E-N!,1494596,Frederik,,Nrrebro,55.69735832880636,12.547612407575821,Entire home/apt,562,2,57,2017-11-26,0.73,1,0
290446,"Downtown cosy, spacious apartment. Great location",1504925,Kurt,,Vesterbro-Kongens Enghave,55.67139848327155,12.557410946448396,Entire home/apt,1500,3,20,2018-08-28,0.26,1,364
300482,Cozy apartment near the center,1517376,Lene,,Amager Vest,55.6645597014688,12.596760410169965,Entire home/apt,750,9,2,2017-10-22,0.15,2,74
302659,2 rooms close to both city and sea,1558474,Soren,,Amager st,55.66412220093329,12.609937512009822,Entire home/apt,550,3,2,2018-10-14,2,1,5
304005,Cosy and lovely apartment,1564808,Katrine,,Nrrebro,55.70108122947505,12.53976192725023,Entire home/apt,498,4,42,2018-09-03,0.54,1,0
304278,Bright penthouse - great with kids!,1565799,Mikkel,,Nrrebro,55.69341296494289,12.544519257610363,Entire home/apt,698,4,28,2018-10-15,0.35,1,79
307295,Fashionable Apt in Refined Østerbro,1580856,Jacob & Tiffany,,sterbro,55.70901569580361,12.582671837158507,Entire home/apt,640,3,11,2015-05-17,0.14,1,0
312803,Visit wonderful Copenhagen as a lokal,1608326,Karin Munkholm,,Vesterbro-Kongens Enghave,55.67068378471157,12.54409983771411,Entire home/apt,1131,4,39,2018-08-28,0.52,1,284
313003,130m2 scandinavian designed apt. prime location,1606895,Alexandra,,Indre By,55.68430612540674,12.564363391664257,Entire home/apt,3400,2,23,2018-08-23,0.28,1,364
313237,Nice big apartment in Copenhagen,422780,Sanne,,Valby,55.665632059977355,12.504490152602564,Entire home/apt,763,6,50,2018-09-10,0.64,2,66
313736,Family Friendly Oasis with Style,1612733,Runa,,Brnshj-Husum,55.70018112567424,12.5013757458546,Entire home/apt,970,4,12,2018-08-22,0.18,1,299
316440,Lovely apartment in CPH!,1625423,Ronja,,Bispebjerg,55.70199668944009,12.526125643460492,Entire home/apt,524,4,33,2017-08-04,0.41,1,0
318437,Happy Heart Copenhagen,1634152,Ditti,,Nrrebro,55.69302846868568,12.555980611368346,Private room,381,3,50,2018-09-10,1.38,1,0
319739,Old cosy apartment in the middle of Vesterbro,1498205,Sissel,,Vesterbro-Kongens Enghave,55.6703340522174,12.550147722303173,Entire home/apt,750,5,5,2018-07-28,0.27,1,288
325195,1 or 2 private bedrooms in central Copenhagen,119886,Frederic,,Frederiksberg,55.67967759421312,12.546361130320278,Private room,588,1,317,2018-10-01,4.01,1,195
326472,Zen getaway in vibrant area,1668463,Camilla,,Vesterbro-Kongens Enghave,55.666773146704486,12.555934952655,Entire home/apt,698,3,25,2017-08-17,0.31,1,0
326480,"Stunning area, cosy room, central Copenhagen",1669364,Anja,,Indre By,55.67368466480236,12.59274208747107,Private room,498,1,101,2018-09-29,4.82,1,231
327286,Room with Royal view in Copenhagen,1145959,Bella,,Indre By,55.6869161440357,12.5913565109235,Private room,646,2,35,2018-09-23,0.45,1,259
327621,"Familyfriendly apartment in central, cosy area",1660049,Louise,,Nrrebro,55.68849266966234,12.560331487925188,Entire home/apt,847,5,10,2018-07-15,0.57,1,3
328179,Cosy room + 2 Bikes,224194,Karolina,,Frederiksberg,55.67452496087471,12.516895002420643,Private room,453,2,10,2014-11-17,0.19,2,0
330915,Lovely room - in the heart of CPH!,799887,Bente,,Vesterbro-Kongens Enghave,55.672631255445324,12.556819305472402,Private room,362,1,498,2018-09-29,6.21,2,36
331236,The Heart of Copenhagen !,1689175,Gerard,,Indre By,55.680930597057156,12.559444057100167,Entire home/apt,1118,4,16,2016-09-26,0.31,1,0
334127,Cozy living Copenhagen V - Midpoint,1702034,Mette,,Vesterbro-Kongens Enghave,55.66920394146229,12.557768480585716,Entire home/apt,1002,3,100,2018-10-07,1.28,1,117
337574,Cool Charming 2Storey rear Building,1715498,Jan & Rikke,,Vesterbro-Kongens Enghave,55.67139423496091,12.55341785541856,Entire home/apt,802,5,10,2017-01-04,0.13,1,0
338928,Design apt in hip Nørrebro - 2BR,113348,Samy,,Nrrebro,55.6923836081739,12.547745048470462,Entire home/apt,498,3,56,2018-09-24,0.73,1,2
338992,Room with a view over the lakes,799887,Bente,,Vesterbro-Kongens Enghave,55.67296338762058,12.55501066719326,Private room,401,1,257,2018-10-03,3.20,2,52
339126,Beautiful place in hip Vesterbro,1589153,Michael & Bille Max,,Vesterbro-Kongens Enghave,55.67161775894821,12.547261435622035,Entire home/apt,1422,3,36,2018-09-30,0.46,1,161
339139,"Lux. Room near Airport,Bella C, Metro & Citycenter",1722025,Annette,,Amager Vest,55.634468949561104,12.588681650489695,Private room,388,3,93,2018-09-17,1.18,1,195
339245,Super cozy studio right in the center!,822415,Laerke,,Vesterbro-Kongens Enghave,55.671096671714004,12.545385342493955,Entire home/apt,453,1,9,2017-02-27,0.12,1,0
341781,"Lovely, big apartment in Copenhagen",1734107,Camilla,,Frederiksberg,55.68319294136959,12.530590783653274,Entire home/apt,840,10,4,2017-01-01,0.09,1,0
343137,Charming & cozy flat in hip area,1741097,Josephine & Michel,,Frederiksberg,55.67730036150464,12.546897770107341,Entire home/apt,1720,3,20,2018-08-27,0.25,1,334
343272,Family-friendly with large balcony,1726051,Hanne,,Vanlse,55.69276731390144,12.514600016009984,Entire home/apt,737,1,122,2018-10-04,1.57,1,266
345187,The Orange Room (modern city life),1750722,Rasmus,,Amager st,55.66599248588483,12.600743119696764,Private room,472,3,203,2018-10-01,2.52,1,147
346877,Stunning apartment in heart of CPH,973643,Lars Flindt,,Indre By,55.686323867233575,12.580625955414657,Entire home/apt,1002,2,3,2017-08-27,0.05,1,0
348018,Lovely penthouse in hip Nørrebro ,839884,Lars,,Nrrebro,55.68790396851016,12.546082690557936,Entire home/apt,1500,4,28,2015-12-02,0.43,1,0
349920,2 bedrm+roof terrace on Nørrebro - Couples/Family,1652705,Elisa & Søren,,Nrrebro,55.69701648723119,12.538309374972307,Entire home/apt,1151,2,19,2018-08-29,0.28,1,0
351102,Cozy apartment near the center,809774,Maja,,Frederiksberg,55.689397626383254,12.528966279711467,Entire home/apt,595,6,63,2018-09-16,0.80,1,32
352077,Sunny with habour view and terrasse,1783285,Ghazaleh,,Vesterbro-Kongens Enghave,55.65015203814928,12.550164715564723,Entire home/apt,582,1,9,2016-10-03,0.23,1,0
353025,Amazing PENTHOUSE with private ROOF TERRACE,1787824,Steven&Family,,Nrrebro,55.69284409013085,12.540757006540469,Entire home/apt,1086,1,58,2018-08-04,0.74,4,349
355841,Beautiful spacious apartment ,969340,Thomas & Karina,,Frederiksberg,55.680831202255064,12.536721351003173,Entire home/apt,750,4,17,2018-08-26,0.26,1,4
356861,Sunny and Stylish near metro and downtown,1744067,Helene Hvass,,Amager Vest,55.664727360990796,12.596074843755286,Entire home/apt,1002,4,51,2018-08-24,0.64,1,0
358561,Luxus Town Villa with nice garden,1814872,Karen,,Frederiksberg,55.67765141651208,12.510265962909521,Entire home/apt,3000,4,4,2016-08-22,0.05,1,290
360046,City penthouse with roof terrace ,1199034,Daniel,,Vesterbro-Kongens Enghave,55.67139761250874,12.553111028532,Entire home/apt,1202,3,10,2016-07-17,0.13,1,88
360501,Comfortable Bed & Bikes (The Room),150042,Natashja,,Nrrebro,55.70103898824317,12.54748633353339,Private room,653,3,45,2018-10-03,0.57,2,365
362318,In the center of trendy Noerrebro.,1831052,Pernille Hartvig,,Nrrebro,55.68876805083095,12.555960644687337,Entire home/apt,511,2,62,2018-09-05,0.79,1,0
362647,COZY FAMILY-FRIENDLY APARTMENT,1803576,Lars,,Amager st,55.66561652236005,12.616790441892052,Private room,259,3,6,2017-04-12,0.08,1,0
363718,Charming boheme apartment with personality in Cph,1837531,Nat,,Frederiksberg,55.683202853237454,12.54176453144692,Private room,401,5,31,2018-01-06,0.40,1,308
367120,Lovely flat near Sankt Hans Torv,1853555,Katja,,Nrrebro,55.692490121480574,12.559479455023602,Entire home/apt,698,4,27,2018-10-08,0.36,1,4
368578,"Central, beautiful pent-house apt.",1860348,Juan Luis,,sterbro,55.70094839920043,12.588211489772455,Entire home/apt,1403,2,10,2017-07-08,0.15,1,0
369967,Really cozy apartment with 2 bikes,1857021,Julie,,Frederiksberg,55.68733029136842,12.537335197906982,Entire home/apt,627,4,221,2018-10-14,2.78,1,291
371797,Apt. with hip central location,1872317,Rikke,,Nrrebro,55.69211150823124,12.544281264314401,Entire home/apt,698,4,5,2015-08-28,0.08,1,0
373261,A true CPH apartment - Wonderful :),1582689,Ann-Sofie,,Nrrebro,55.70056029593734,12.546276483082972,Entire home/apt,653,1,69,2018-09-07,0.90,1,10
373871,Charming House - 5 km.to CPH Center,1881149,Jacob,,Amager Vest,55.641189199089325,12.604612480164546,Entire home/apt,944,6,6,2018-07-25,0.08,1,70
377173,Entire apt. in central Copenhagen,1895695,Kasper,,Amager st,55.661275999235954,12.604976339444944,Entire home/apt,705,5,8,2017-08-05,0.10,1,365
380449,Cosy aprtment downtown Copenhagen! ,1908655,Jagtar,,Amager Vest,55.66312087914304,12.599638312969788,Entire home/apt,550,1,1,2016-03-20,0.03,1,0
383749,Danish artist and architects home,1885333,Maya,,Nrrebro,55.69620529465502,12.550037120020608,Entire home/apt,1047,1,45,2018-10-01,0.58,1,324
384198,15 minutes from Downtown,1923511,Jan & Pia,,Valby,55.667890146361756,12.499817694097018,Private room,252,2,12,2015-07-01,0.15,1,0
391758,Spacious Family Retreat at Nørrebro,1959010,Marius,,Nrrebro,55.70102272064081,12.544529187765319,Entire home/apt,614,2,50,2018-07-19,0.63,1,224
392750,Big flat in charming area near lake,542873,Frederikke,,Nrrebro,55.68951839860139,12.559122700532908,Private room,3497,3,1,2015-05-29,0.02,3,346
395154,Long term ♥ May to August,748960,Heidi Borg,,Indre By,55.69730822206112,12.590014549711622,Entire home/apt,498,80,7,2016-01-17,0.09,1,0
396350,House built in 2018,1980588,Ann,,Valby,55.64964027721991,12.498228344871487,Entire home/apt,1500,1,0,,,1,24
400379,Lys og rummelighed på Vesterbro,1992968,Lasse,,Vesterbro-Kongens Enghave,55.66765190831259,12.546892357388785,Entire home/apt,550,1,0,,,1,0
401478,Big & Beautiful apt by the lakes,2003955,,,Nrrebro,55.68778869660752,12.563236593607204,Entire home/apt,1002,3,23,2017-11-22,0.29,1,0
401665,Lovely bright apartment with view,2004938,Birgitte,,sterbro,55.70024663461301,12.584989143935575,Entire home/apt,550,4,33,2018-08-19,0.52,1,136
407585,Cozy Historic Townhouse in Christiania,2030128,Michael,,Indre By,55.67035827678795,12.589893740814553,Entire home/apt,2230,3,199,2018-09-27,2.53,1,321
408181,Lovely luxury place in trendy Vesterbro,2019827,Louise,,Vesterbro-Kongens Enghave,55.66641940846589,12.558176623535166,Entire home/apt,1797,7,0,,,1,0
409625,Small Penthouse with balcony.,2038200,Lars,,Nrrebro,55.68700388973148,12.559244075757896,Entire home/apt,627,3,72,2018-05-28,0.91,2,0
410215,Comfortable Townhouse in Copenhagen,2042216,Niels,,sterbro,55.710831645639296,12.556964225088553,Entire home/apt,1416,3,8,2016-05-09,0.10,1,0
411203,Converted loft - ideal for a family,2014913,Lara,,Vesterbro-Kongens Enghave,55.66603072088765,12.556085520257712,Entire home/apt,802,3,17,2018-03-14,0.22,1,0
411305,CITY CENTER - Charming & Cozy Place,2048147,Maria,,Indre By,55.67719400047123,12.573525530279479,Entire home/apt,1500,1,17,2014-12-15,0.22,1,365
